취업일자,연령,장애유형,중증여부,근무지역,취업직종대분류,자치구
2022-01-01,55.0,지적장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,72.0,청각장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,59.0,정신장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,33.0,시각장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,49.0,언어장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,50.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,68.0,지적장애,중증,서울 금천구,청소 및 기타 개인서비스직,금천구
2022-01-01,35.0,지적장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,56.0,지체장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,47.0,청각장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,77.0,청각장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,70.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,55.0,시각장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,57.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,34.0,지체장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,31.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,54.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,57.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,67.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,60.0,지체장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,61.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,49.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,59.0,시각장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,51.0,지적장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,51.0,지체장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,69.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,51.0,지체장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,46.0,지체장애,경증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,57.0,지체장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-01-01,46.0,청각장애,중증,서울 금천구,경영·행정·사무직,금천구
2022-07-27,27.0,지적장애,중증,서울 성동구,청소 및 기타 개인서비스직,성동구
2022-01-01,39.0,신장장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,78.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,68.0,시각장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,54.0,신장장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,64.0,뇌병변장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,61.0,언어장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,58.0,뇌병변장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,70.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,71.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,69.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,57.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,26.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,65.0,시각장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,59.0,청각장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,27.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,57.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,60.0,지체장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,66.0,시각장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,54.0,정신장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,55.0,청각장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,61.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,75.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,26.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,21.0,자폐성장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,62.0,뇌전증장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,71.0,지체장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,58.0,지체장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,73.0,청각장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,24.0,지적장애,중증,서울 성동구,청소 및 기타 개인서비스직,성동구
2022-01-01,27.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,55.0,시각장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,30.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,67.0,지체장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,66.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,68.0,뇌병변장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,73.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,64.0,시각장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,33.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,61.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,61.0,지체장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,47.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,68.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,61.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,62.0,뇌병변장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,70.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,47.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,46.0,신장장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,64.0,신장장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,62.0,지체장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,50.0,뇌병변장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,46.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,73.0,청각장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,48.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,77.0,뇌병변장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,45.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,30.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,72.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,43.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,38.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,60.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,43.0,지적장애,중증,서울 성동구,경영·행정·사무직,성동구
2022-01-01,41.0,지체장애,경증,서울 성동구,경영·행정·사무직,성동구
2022-01-10,45.0,정신장애,중증,서울 성동구,청소 및 기타 개인서비스직,성동구
2022-07-11,43.0,청각장애,중증,서울 중구,청소 및 기타 개인서비스직,중구
2022-07-11,42.0,정신장애,중증,서울 중구,경영·행정·사무직,중구
2022-11-28,49.0,시각장애,경증,서울 중구,청소 및 기타 개인서비스직,중구
2022-11-21,64.0,지체장애,경증,서울 중구,청소 및 기타 개인서비스직,중구
2022-08-10,46.0,언어장애,경증,서울 중구,청소 및 기타 개인서비스직,중구
2022-11-28,26.0,지체장애,경증,서울 중구,경영·행정·사무직,중구
2022-07-01,46.0,지적장애,중증,서울 중구,경영·행정·사무직,중구
2022-09-13,45.0,지적장애,중증,서울 노원구,제조 단순직,노원구
2022-01-05,54.0,시각장애,중증,서울 성북구,보건·의료직,성북구
2022-10-04,56.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-11-07,23.0,시각장애,중증,서울 영등포구,경영·행정·사무직,영등포구
2022-10-04,43.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-08-08,26.0,시각장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-11-21,53.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-09-19,43.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-08-08,26.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-09-01,25.0,신장장애,중증,서울 영등포구,경영·행정·사무직,영등포구
2022-10-04,46.0,뇌병변장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-12-19,39.0,정신장애,중증,서울 영등포구,경영·행정·사무직,영등포구
2022-12-19,51.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-12-19,39.0,지체장애,중증,서울 영등포구,경영·행정·사무직,영등포구
2022-12-16,50.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-12-29,27.0,청각장애,중증,서울 영등포구,금융·보험직,영등포구
2022-12-16,47.0,시각장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-06-09,33.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-05-16,23.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-07-01,59.0,지체장애,경증,서울 영등포구,청소 및 기타 개인서비스직,영등포구
2022-04-04,29.0,지체장애,중증,서울 영등포구,경영·행정·사무직,영등포구
2022-01-01,57.0,심장장애,경증,서울 종로구,금융·보험직,종로구
2022-01-27,39.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-03-07,46.0,지체장애,경증,서울 성북구,경영·행정·사무직,성북구
2022-03-07,52.0,지체장애,경증,서울 성북구,경영·행정·사무직,성북구
2022-01-03,40.0,지체장애,경증,서울 영등포구,경영·행정·사무직,영등포구
2022-09-13,25.0,지적장애,중증,서울 서대문구,경영·행정·사무직,서대문구
2022-11-01,26.0,지적장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-11-07,62.0,청각장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-12-12,23.0,청각장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-10-12,34.0,뇌병변장애,중증,서울 서대문구,경영·행정·사무직,서대문구
2022-10-12,55.0,청각장애,중증,서울 서대문구,경영·행정·사무직,서대문구
2022-12-12,33.0,청각장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-09-13,35.0,뇌병변장애,중증,서울 서대문구,경영·행정·사무직,서대문구
2022-08-13,25.0,지적장애,중증,서울 서대문구,경영·행정·사무직,서대문구
2022-11-01,40.0,청각장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-08-10,41.0,정신장애,중증,서울 서대문구,경영·행정·사무직,서대문구
2022-10-12,29.0,지체장애,중증,서울 서대문구,경영·행정·사무직,서대문구
2022-09-13,34.0,지체장애,중증,서울 서대문구,경영·행정·사무직,서대문구
2022-09-13,58.0,청각장애,중증,서울 서대문구,경영·행정·사무직,서대문구
2022-09-13,40.0,지적장애,중증,서울 서대문구,경영·행정·사무직,서대문구
2022-12-12,19.0,자폐성장애,중증,서울 서대문구,청소 및 기타 개인서비스직,서대문구
2022-07-04,19.0,지적장애,중증,서울 서초구,청소 및 기타 개인서비스직,서초구
2022-08-08,23.0,간장애,경증,서울 은평구,경영·행정·사무직,은평구
2022-09-05,61.0,지체장애,경증,서울 구로구,경영·행정·사무직,구로구
2022-07-27,24.0,시각장애,경증,서울 노원구,경영·행정·사무직,노원구
2022-08-08,25.0,뇌병변장애,경증,서울 광진구,경영·행정·사무직,광진구
2022-08-08,25.0,청각장애,경증,서울 도봉구,경영·행정·사무직,도봉구
2022-04-01,63.0,지체장애,경증,서울 강동구,경영·행정·사무직,강동구
2022-05-30,61.0,시각장애,경증,서울 은평구,경영·행정·사무직,은평구
2022-08-04,71.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-05-07,72.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-05-01,67.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-04-01,73.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-06-02,74.0,청각장애,경증,서울 성북구,경호·경비직,성북구
2022-04-19,75.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-04-06,62.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-04-01,71.0,청각장애,중증,서울 성북구,청소 및 기타 개인서비스직,성북구
2022-04-01,72.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-01-01,67.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-01-01,73.0,청각장애,경증,서울 성북구,경호·경비직,성북구
2022-01-01,62.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-01-01,69.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-01-01,74.0,지체장애,중증,서울 성북구,경호·경비직,성북구
2022-01-27,75.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-02-02,84.0,시각장애,경증,서울 성북구,경호·경비직,성북구
2022-01-01,72.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-02-03,72.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-01-01,65.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-02-25,79.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-01-16,68.0,지체장애,중증,서울 성북구,경호·경비직,성북구
2022-02-01,76.0,지체장애,경증,서울 성북구,청소 및 기타 개인서비스직,성북구
2022-03-08,59.0,시각장애,경증,서울 성북구,경호·경비직,성북구
2022-03-01,64.0,지체장애,경증,서울 성북구,경호·경비직,성북구
2022-02-05,74.0,청각장애,중증,서울 성북구,경호·경비직,성북구
2022-09-06,20.0,지적장애,중증,서울 마포구,경영·행정·사무직,마포구
2022-05-01,25.0,자폐성장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,56.0,청각장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,47.0,정신장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,33.0,지체장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,53.0,자폐성장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,26.0,뇌병변장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,50.0,지체장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,41.0,지체장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,51.0,심장장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,41.0,지적장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,39.0,뇌병변장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,46.0,청각장애,경증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,65.0,지체장애,경증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,55.0,지체장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,33.0,지체장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,51.0,청각장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,52.0,뇌병변장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,48.0,뇌전증장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,49.0,지체장애,경증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,44.0,지체장애,경증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,51.0,뇌병변장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,56.0,뇌병변장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-01,56.0,지체장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-01-17,43.0,지체장애,경증,서울 노원구,경영·행정·사무직,노원구
2022-03-01,22.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-03-01,24.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-01-10,61.0,지체장애,경증,서울 노원구,경영·행정·사무직,노원구
2022-03-01,26.0,지적장애,중증,서울 노원구,청소 및 기타 개인서비스직,노원구
2022-03-01,34.0,자폐성장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-03-01,55.0,신장장애,중증,서울 노원구,경영·행정·사무직,노원구
2022-03-01,20.0,지적장애,중증,서울 서대문구,영업·판매직,서대문구
2022-01-01,41.0,시각장애,경증,서울 서초구,청소 및 기타 개인서비스직,서초구
2022-04-06,58.0,지체장애,중증,서울 중랑구,운전·운송직,중랑구
2022-06-15,25.0,청각장애,중증,서울 동작구,경영·행정·사무직,동작구
2022-09-01,66.0,지체장애,경증,서울 성북구,청소 및 기타 개인서비스직,성북구
2022-09-13,40.0,뇌병변장애,경증,서울 성북구,경영·행정·사무직,성북구
2022-09-13,62.0,시각장애,경증,서울 성북구,경영·행정·사무직,성북구
2022-09-13,41.0,정신장애,중증,서울 성북구,경영·행정·사무직,성북구
