사업장명,모집직종,고용형태,임금형태,임금,입사형태,사업장 주소,기업형태,담당기관
(주)미라콤아이앤씨,회계 사무원(일반 사업체),계약직,연봉,30000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 10층 (신천동),중소,서울동부지사
한국체육산업개발(주),주차 관리·안내원,상용직,연봉,27500000.0,무관,서울특별시 송파구 올림픽로 424 우리금융아트홀,"공사,공공",서울동부지사
한국체육산업개발(주),환경 미화원,상용직,연봉,24100000.0,무관,서울특별시 송파구 올림픽로 424 우리금융아트홀,"공사,공공",서울동부지사
롯데쇼핑(주)롯데슈퍼사업본부,매장 정리원(매장 보조원),계약직,시급,9620.0,무관,"서울특별시 송파구 올림픽로 269 3층 (신천동, 롯데캐슬골드)",중소,서울동부지사
굿윌스토어 함재 방이역점,매장 정리원(매장 보조원),계약직,시급,9620.0,무관,서울특별시 송파구 마천로 76 (오금동),중소,서울동부지사
함재보호작업장,매장 계산원,상용직,월급,1300000.0,무관,서울특별시 송파구 새말로10길 19 (문정동),"협회,단체",서울동부지사
굿윌본부,매장 정리원(매장 보조원),계약직,시급,9620.0,무관,서울특별시 송파구 새말로10길 19 (문정동),중소,서울동부지사
(주)제이에스티나,음료 조리사,계약직,월급,1755650.0,무관,서울특별시 송파구 양재대로62길 53 (가락동),중소,서울동부지사
서울아산병원,총무 및 일반 사무원,계약직,월급,3290000.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
쿠팡 주식회사,경영 기획 사무원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,충남지사
쿠팡풀필먼트서비스유한회사,기타 텔레마케터,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,광주지역본부
동경(주)잠실지점,주방 보조원(일반 음식점),상용직,월급,2540000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 지하 1층,중소,서울동부지사
한국육영학교,건물 청소원(클린마스터),계약직,시급,10000.0,무관,서울특별시 송파구 장지동 45-4,"공사,공공",서울동부지사
(주)미라콤아이앤씨,웹 디자이너,계약직,연봉,30000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 10층 (신천동),중소,서울동부지사
와이씨에프엔비(주),환경 미화원,상용직,월급,1010000.0,무관,서울특별시 송파구 백제고분로41길 30 1층(송파동),중소,서울동부지사
쿠팡 주식회사,마케팅 전문가,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,UX/UI 디자이너,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,고객 상담원(인터넷·통신),계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
(주)파리크라상 라그릴리아 현대시티몰 가든파이브점,음료 조리사,상용직,시급,9620.0,무관,서울특별시 송파구 충민로 66 (문정동) 5층,대기업,서울동부지사
쿠팡 주식회사,사무 보조원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,프로그래밍·웹·웹디자인·DB 강사,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,보험 심사원 및 사무원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,영업 기획·관리·지원 사무원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,각종 단체 및 기타 고객서비스 관리자,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,환경·청소 관리자,계약직,월급,1220000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
서울아산병원,안마사,계약직,월급,1900000.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
쿠팡풀필먼트서비스유한회사,기타 경영지원 서비스 관리자,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기서부지사
쿠팡 주식회사,총무 및 일반 사무원,계약직,월급,1020000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,교육·훈련 사무원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡풀필먼트서비스유한회사,마케팅·광고·홍보·상품기획 사무원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울동부지사
(주)미라콤아이앤씨,웹 디자이너,계약직,연봉,30000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 10층 (신천동),중소,서울동부지사
쿠팡풀필먼트서비스유한회사,기타 텔레마케터,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,광주지역본부
쿠팡풀필먼트서비스유한회사,노무 사무원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기지역본부
동경(주)잠실지점,주방 보조원(일반 음식점),상용직,월급,2540000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 지하 1층,중소,서울동부지사
롯데쇼핑(주)롯데슈퍼사업본부,매장 정리원(매장 보조원),계약직,시급,9620.0,무관,"서울특별시 송파구 올림픽로 269 3층 (신천동, 롯데캐슬골드)",중소,서울동부지사
서울아산병원,기타 서비스 단순종사원,계약직,월급,2900000.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
쿠팡풀필먼트서비스유한회사,콜센터 매니저,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,충북지사
쿠팡풀필먼트서비스유한회사,모니터 요원,상용직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,대전지역본부
쿠팡풀필먼트서비스유한회사,마케팅 전문가,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울동부지사
쿠팡풀필먼트서비스유한회사,마케팅·광고·홍보·상품기획 사무원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울동부지사
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,충남지사
쿠팡풀필먼트서비스유한회사,인사 사무원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울남부지사
쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,인천지사
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기동부지사
쿠팡 주식회사,교육·훈련 사무원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
오픈핸즈주식회사,물류 사무원(물류 관리사),계약직,연봉,30000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,경기동부지사
(사)한국건강관리협회 서울특별시강남지부,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,월급,2000000.0,무관,"서울특별시 송파구 올림픽로 269 5층 (신천동, 롯데캐슬골드)",중소,서울동부지사
오픈핸즈주식회사,IT 테스터 및 IT QA 전문가,상용직,연봉,30000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,서울동부지사
오픈핸즈주식회사,총무 및 일반 사무원,상용직,연봉,29000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,서울동부지사
오픈핸즈주식회사,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,연봉,29000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,경기동부지사
서울아산병원,기타 서비스 단순종사원,계약직,월급,2900000.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
오픈핸즈주식회사,기타 서비스 단순종사원,상용직,연봉,29000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,서울동부지사
오픈핸즈주식회사,기타 경영지원 서비스 관리자,상용직,연봉,29000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,서울동부지사
오픈핸즈주식회사,환경 미화원,계약직,월급,1030000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,경기동부지사
오픈핸즈주식회사,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),상용직,연봉,29000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,서울동부지사
오픈핸즈주식회사,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,연봉,29000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,경기동부지사
와이씨에프엔비(주),음료 조리사,상용직,월급,1010000.0,무관,서울특별시 송파구 백제고분로41길 30 1층(송파동),중소,서울동부지사
쿠팡 주식회사,각종 단체 및 기타 고객서비스 관리자,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기동부지사
쿠팡풀필먼트서비스유한회사,마케팅·광고·홍보·상품기획 사무원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울동부지사
(유)우원티엠,회계 사무원(일반 사업체),상용직,월급,2500000.0,경력,"서울특별시 송파구 마천로 83 23-2 (오금동, 한이빌딩 3층1호)",중소,서울동부지사
서울토성초등학교,환경 미화원,계약직,시급,12030.0,무관,서울특별시 송파구 풍성로20길 44 (풍납동),"공사,공공",서울동부지사
서울아산병원,기타 서비스 단순종사원,계약직,월급,2900000.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
쿠팡 주식회사,홈페이지 자료관리원(정보검색 포함),계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
주식회사엔타스,주방 보조원(일반 음식점),상용직,월급,1050000.0,무관,서울특별시 송파구 오금로11길 7 2층 (방이동),중소,서울동부지사
쿠팡 주식회사,교육·훈련 사무원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,마케팅·광고·홍보·상품기획 사무원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,프로그래밍·웹·웹디자인·DB 강사,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,영업 기획·관리·지원 사무원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,사무 보조원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
와이씨에프엔비(주),음료 조리사,상용직,월급,1010000.0,무관,서울특별시 송파구 백제고분로41길 30 1층(송파동),중소,서울동부지사
동경(주)잠실지점,주방 보조원(일반 음식점),상용직,월급,1270000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 지하 1층,중소,서울동부지사
한국체육대학교,환경 미화원,상용직,월급,2300000.0,무관,서울특별시 송파구 양재대로 1239 한국체육대학교 (방이동),중소,서울동부지사
오금고등학교,환경 미화원,계약직,시급,12030.0,무관,서울특별시 송파구 중대로 247 (오금동),"공사,공공",서울동부지사
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,월급,1008000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기동부지사
(주)휴먼코아,환경 미화원,상용직,월급,800000.0,무관,"서울특별시 송파구 송파대로 278 (가락동), 한성빌딩",대기업,서울동부지사
(주)미라콤아이앤씨,총무 및 일반 사무원,계약직,연봉,30000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 10층 (신천동),중소,서울동부지사
(주)미라콤아이앤씨,IT 기술지원 전문가,계약직,연봉,35000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 10층 (신천동),중소,서울동부지사
(주)미라콤아이앤씨,웹 디자이너,계약직,연봉,30000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 10층 (신천동),중소,서울동부지사
(주)휴먼코아,사무 보조원,상용직,월급,1018500.0,무관,"서울특별시 송파구 송파대로 278 (가락동), 한성빌딩",대기업,서울동부지사
쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,시급,9620.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,일산직업능력개발원
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기동부지사
쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울북부지사
서울아산병원,기타 서비스 단순종사원,계약직,월급,2900000.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
쿠팡풀필먼트서비스유한회사,마케팅·광고·홍보·상품기획 사무원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울동부지사
서울올림픽기념국민체육진흥공단,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,일급,77000.0,무관,서울특별시 송파구 올림픽로 424 (방이동),"공사,공공",서울동부지사
쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기지역본부
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,대구직업능력개발원
주식회사우아한청년들,직업 운동선수,계약직,월급,846560.0,무관,서울특별시 송파구 석촌호수로 220 5층  (석촌동),중소,서울남부지사
서울신천초등학교,환경 미화원,계약직,시급,12030.0,무관,서울특별시 송파구 올림픽로 215 (잠실동),"공사,공공",서울동부지사
서울아산병원,기타 서비스 단순종사원,계약직,월급,2900000.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
(주)휴먼코아,사무 보조원,계약직,월급,1018500.0,무관,서울특별시 송파구 법원로 128 C동 706~710호 휴먼코아 (문정동),중소,서울동부지사
제이인베스컨,총무 및 일반 사무원,상용직,시급,9620.0,무관,서울특별시 송파구 가락로5길 23-5 (석촌동),개인,서울동부지사
쿠팡 주식회사,기타 경영지원 서비스 관리자,계약직,월급,1020000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
(유)아웃백스테이크하우스코리아,주방 보조원(일반 음식점),상용직,시급,10410.0,무관,서울특별시 송파구 올림픽로 300 19층,중소,서울남부지사
한국체육대학교,환경 미화원,상용직,월급,2300000.0,무관,서울특별시 송파구 양재대로 1239 한국체육대학교 (방이동),중소,서울동부지사
롯데케미칼주식회사,사무 보조원,계약직,연봉,14000000.0,무관,"서울특별시 송파구 올림픽로 300  (신천동, 롯데월드타워)",중소,대전지역본부
정신여자고등학교,환경 미화원,계약직,시급,12030.0,무관,서울특별시 송파구 올림픽로4길 16 정신여자고등학교 (잠실동),중소,서울동부지사
서울아산병원,기타 보건·의료 서비스 종사원,계약직,월급,2900000.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
쿠팡풀필먼트서비스유한회사,환경 미화원,계약직,월급,2600400.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울동부지사
오픈핸즈주식회사,일반 택배원,계약직,월급,1030000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,서울동부지사
쿠팡 주식회사,사무 보조원,계약직,월급,1020000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,프로그래밍·웹·웹디자인·DB 강사,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,경기동부지사
쿠팡 주식회사,고객 상담원(인터넷·통신),계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡풀필먼트서비스유한회사,콜센터 상담원(콜센터·고객센터·CS센터),계약직,시급,9620.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,전북지사
쿠팡풀필먼트서비스유한회사,마케팅·광고·홍보·상품기획 사무원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,충남지사
쿠팡 주식회사,환경·청소 관리자,계약직,월급,1140000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,인사·노무 전문가,계약직,월급,1510000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,경영 기획 사무원,계약직,월급,1300000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,총무 및 일반 사무원,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
(주)유엔에스 코리아,총무 및 일반 사무원,상용직,월급,752380.0,무관,서울특별시 송파구 올림픽로8길 23 보현빌딩 3층  (잠실동),중소,서울동부지사
(주)유엔에스 코리아,마케팅·광고·홍보·상품기획 사무원,계약직,월급,752380.0,무관,서울특별시 송파구 올림픽로8길 23 보현빌딩 3층  (잠실동),중소,서울동부지사
해양환경공단,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,월급,2010580.0,무관,서울특별시 송파구 송파대로28길 28 (가락동),"공사,공공",서울동부지사
(주)미라콤아이앤씨,건물 경비원,계약직,월급,1190000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 10층 (신천동),중소,서울동부지사
정신여자고등학교,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,월급,2010580.0,무관,서울특별시 송파구 올림픽로4길 16 정신여자고등학교 (잠실동),중소,서울동부지사
쿠팡 주식회사,건물 청소원(클린마스터),계약직,월급,1140000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
오픈핸즈주식회사,사무 보조원,계약직,월급,1030000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,경기동부지사
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,시급,9620.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기북부지사
쿠팡풀필먼트서비스유한회사,사무 보조원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기동부지사
쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기지역본부
서울위례솔초등학교,환경·청소 관리자,계약직,시급,12030.0,무관,서울특별시 송파구 위례북로2길 12 (거여동),"공사,공공",서울동부지사
잠실중학교,건물 청소원(클린마스터),계약직,시급,12030.0,무관,서울특별시 송파구 올림픽로35길 130 (신천동),"공사,공공",서울동부지사
서울아산병원,안마사,계약직,월급,1800000.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
쿠팡풀필먼트서비스유한회사,총무 및 일반 사무원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울동부지사
데상트코리아(주),생산·품질 사무원 및 관리원(화학·섬유·의류),계약직,월급,2100000.0,무관,서울특별시 송파구 올림픽로 300 (신천동) 32층,대기업,서울동부지사
문정고등학교,건물 청소원(클린마스터),계약직,시급,11240.0,무관,서울특별시 송파구 송이로34길 62 (문정동),"공사,공공",서울동부지사
해누리중학교,환경·청소 관리자,계약직,시급,12030.0,무관,서울특별시 송파구 송파대로37길 95 (가락동),"공사,공공",서울동부지사
서울위례별초등학교,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,시급,12030.0,무관,서울특별시 송파구 위례광장로 243 (장지동),"공사,공공",서울동부지사
국립경찰병원,건물 청소원(클린마스터),상용직,월급,2127410.0,무관,서울특별시 송파구 송이로 123 (가락동),"공사,공공",서울동부지사
쿠팡 주식회사,마케팅 전문가,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡 주식회사,UX/UI 디자이너,계약직,월급,2100000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
잠신중학교,환경·청소 관리자,계약직,시급,12030.0,무관,서울특별시 송파구 잠실2동 22-1번지,"공사,공공",서울동부지사
서울아주초등학교,환경 미화원,계약직,시급,12030.0,무관,서울특별시 송파구 올림픽로4길 59 (잠실동),"공사,공공",서울동부지사
서울잠실고등학교,환경·청소 관리자,계약직,시급,12030.0,무관,서울특별시 송파구 올림픽로33길 71 (신천동),"공사,공공",서울동부지사
송파중학교,환경 미화원,계약직,시급,12030.0,무관,서울특별시 송파구 가락2동 139번지,"공사,공공",서울동부지사
서울영풍초등학교,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,시급,12030.0,무관,서울특별시 송파구 오금로57길 15 (거여동),"공사,공공",서울동부지사
서울인공지능고등학교,환경 미화원,계약직,시급,12030.0,무관,서울특별시 송파구 양산로 21 (거여동),"공사,공공",서울동부지사
창덕여자고등학교,환경·청소 관리자,계약직,시급,12030.0,무관,서울특별시 송파구 양재대로 1240 (방이동),"공사,공공",서울동부지사
서울석촌초등학교,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,시급,12030.0,무관,서울특별시 송파구 가락로11길 26 (석촌동),"공사,공공",서울동부지사
세륜중학교,환경 미화원,계약직,시급,9620.0,무관,서울특별시 송파구 양재대로72길 41 (오금동),"공사,공공",서울동부지사
서울잠전초등학교,환경 미화원,계약직,시급,12030.0,무관,서울특별시 송파구 올림픽로12길 51 (잠실동),"공사,공공",서울동부지사
풍납중학교(직장),건물 청소원(클린마스터),계약직,시급,12030.0,무관,서울특별시 송파구 올림픽로43길 20 (풍납동),"공사,공공",서울동부지사
쿠팡 주식회사,프로그래밍·웹·웹디자인·DB 강사,계약직,월급,2060000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,광주지역본부
주식회사피앤피아이앤씨,환경 미화원,상용직,시급,9620.0,무관,서울특별시 송파구 마천로 196 (오금동),중소,서울동부지사
위례솔중학교,환경 미화원,계약직,시급,12030.0,무관,서울특별시 송파구 위례북로 10 (거여동) 위례솔중학교,"공사,공공",서울동부지사
쿠팡 주식회사,마케팅·광고·홍보·상품기획 사무원,계약직,시급,9620.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
롯데쇼핑(주)롯데슈퍼사업본부,매장 정리원(매장 보조원),계약직,시급,9620.0,무관,"서울특별시 송파구 올림픽로 269 3층 (신천동, 롯데캐슬골드)",중소,서울동부지사
쿠팡 주식회사,데이터 분석가(빅데이터 분석가),계약직,월급,1020000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
굿윌본부,매장 정리원(매장 보조원),상용직,시급,9620.0,무관,서울특별시 송파구 새말로10길 19 (문정동),중소,서울동부지사
(주)씨젠,총무 및 일반 사무원,계약직,시급,10000.0,무관,서울특별시 송파구 오금로 91 (방이동),중소,서울동부지사
쿠팡 주식회사,환경 미화원,계약직,월급,1140000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
현대시티몰 가든파이브점,총무 및 일반 사무원,상용직,월급,2390000.0,무관,서울특별시 송파구 충민로 66 (문정동),대기업,서울동부지사
성심복지센터,시설 요양보호사(노인요양사),계약직,시급,12300.0,무관,"서울특별시 송파구 올림픽로 212 (잠실동, 갤러리아팰리스)","협회,단체",서울동부지사
데상트코리아(주),쇼핑몰택배 준비원,계약직,월급,2100000.0,무관,서울특별시 송파구 올림픽로 300 (신천동) 32층,대기업,서울동부지사
풍성중학교,건물 경비원,계약직,시급,12030.0,무관,서울특별시 송파구 강동대로2길 27 (풍납동),"공사,공공",서울동부지사
성심복지센터,재가 요양보호사(방문요양보호사 포함),계약직,시급,12300.0,무관,"서울특별시 송파구 올림픽로 212 (잠실동, 갤러리아팰리스)","협회,단체",서울남부지사
쿠팡풀필먼트서비스유한회사,물류 사무원(물류 관리사),계약직,월급,2600400.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울동부지사
쿠팡풀필먼트서비스유한회사,물류 사무원(물류 관리사),계약직,월급,2320000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울동부지사
(사)한국건강관리협회 서울특별시강남지부,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,월급,2000000.0,무관,"서울특별시 송파구 올림픽로 269 5층 (신천동, 롯데캐슬골드)",중소,서울동부지사
정신여중,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,시급,12030.0,무관,서울특별시 송파구 올림픽로4길 16  (잠실동),중소,서울동부지사
쿠팡풀필먼트서비스유한회사,기타 서비스 단순종사원,계약직,월급,2090000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기동부지사
(주)파리크라상 라그릴리아 현대시티몰 가든파이브점,음료 조리사,상용직,시급,9620.0,무관,서울특별시 송파구 충민로 66 (문정동) 5층,대기업,서울동부지사
서울아산병원,안마사,계약직,시급,9620.0,무관,서울특별시 송파구 올림픽로43길 88  (풍납동),중소,서울동부지사
(유)우원티엠,재무 사무원,상용직,월급,2500000.0,무관,"서울특별시 송파구 마천로 83 23-2 (오금동, 한이빌딩 3층1호)",중소,서울동부지사
정신여중,"사무 보조원(국가 및 자치단체, 공공기관)",계약직,시급,12030.0,무관,서울특별시 송파구 올림픽로4길 16  (잠실동),중소,서울동부지사
오픈핸즈주식회사,경영 기획 사무원,계약직,연봉,30000000.0,무관,서울특별시 송파구 올림픽로35길 123 향군타워 16층 (신천동),중소,서울동부지사
쿠팡풀필먼트서비스유한회사,모니터 요원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기동부지사
쿠팡 주식회사,환경·청소 관리자,계약직,월급,1140000.0,무관,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,서울동부지사
쿠팡풀필먼트서비스유한회사,영업 기획·관리·지원 사무원,계약직,월급,1080000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,서울동부지사
쿠팡풀필먼트서비스유한회사,인사 사무원,계약직,월급,1030000.0,무관,서울특별시 송파구 송파대로 570 (신천동) 타워730 8층,대기업,경기지역본부
데상트코리아(주),생산·품질 사무원 및 관리원(화학·섬유·의류),계약직,월급,2100000.0,무관,서울특별시 송파구 올림픽로 300 (신천동) 32층,대기업,서울동부지사
데상트코리아(주),법무 사무원,계약직,연봉,30000000.0,무관,서울특별시 송파구 올림픽로 300 (신천동) 32층,대기업,서울동부지사
영파여자중학교,환경 미화원,계약직,월급,1440000.0,무관,서울특별시 송파구 올림픽로 565 (풍납동),"공사,공공",서울동부지사
(주)태우이엔지,사무 보조원,상용직,월급,1004328.0,무관,서울특별시 송파구 법원로 114 (문정동),중소,대전지역본부
